PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Age_wiki,Hometown,Boarded,Destination
1297,,2,male,0,0,13.8625,20.0,"Cologne, German Empire[note 2]",Cherbourg,"New York, New York, US"
1298,,2,male,1,0,10.5,23.0,"Gunnislake, Cornwall, England",Southampton,"Butte, Montana, US"
1299,,1,male,1,1,211.5,50.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
1300,,3,female,0,0,7.7208,18.0,"Glenlougha, Cork, Ireland",Queenstown,New York City
1301,,3,female,1,1,13.775,4.0,"Southampton, Hampshire, England",Southampton,"Elizabeth, New Jersey, US"
1302,,3,female,0,0,7.75,21.0,"Donoughmore, Ireland",Queenstown,New York City
1303,,1,female,1,0,90.0,37.0,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US"
1304,,3,female,0,0,7.775,28.0,"Stockholm, Sweden",Southampton,"Iron Mountain, Michigan, US"
1305,,3,male,0,0,8.05,23.0,"London, England",Southampton,New York City
1306,,1,female,0,0,108.9,39.0,"Madrid, Spain",Cherbourg,"New York, New York, US"
1307,,3,male,0,0,7.25,43.0,"Skaun, Sør-Trøndelag, Norway",Southampton,US
1308,,3,male,0,0,8.05,34.0,"Greenwich, London, England",Southampton,New York City
1309,,3,male,1,1,22.3583,4.0,"Sar'al[81], Syria",Cherbourg,"Detroit, Michigan, US"
